var_name,label,format,For_Dashboard,Filter
num_tch_std2_m,number of male teachers in standard 2,%9.0g,,
num_tch_std3_m,number of male teachers in standard 3,%9.0g,,
num_tch_std4_m,number of male teachers in standard 4,%9.0g,,
num_tch_std5_m,number of male teachers in standard 5,%9.0g,,
num_tch_std6_m,number of male teachers in standard 6,%9.0g,,
num_tch_std7_m,number of male teachers in standard 7,%9.0g,,
num_tch_std8_m,number of male teachers in standard 8,%9.0g,,
num_tch_tot_m,"total number of male teachers, std1-std8",%9.0g,,
num_tch_lower_m,"number of male teachers, std1-std4",%9.0g,,
num_tch_upper_m,"number of male teachers, std5-std8",%9.0g,,
female_tch_ratio_std1,number of female teachers in standard 1 / number of teachers in standard 1,%9.0g,TRUE,
female_tch_ratio_std2,number of female teachers in standard 2 / number of teachers in standard 2,%9.0g,TRUE,
female_tch_ratio_std3,number of female teachers in standard 3 / number of teachers in standard 3,%9.0g,TRUE,
female_tch_ratio_std4,number of female teachers in standard 4 / number of teachers in standard 4,%9.0g,TRUE,
female_tch_ratio_std5,number of female teachers in standard 5 / number of teachers in standard 5,%9.0g,TRUE,
female_tch_ratio_std6,number of female teachers in standard 6 / number of teachers in standard 6,%9.0g,TRUE,
female_tch_ratio_std7,number of female teachers in standard 7 / number of teachers in standard 7,%9.0g,TRUE,
female_tch_ratio_std8,number of female teachers in standard 8 / number of teachers in standard 8,%9.0g,TRUE,
female_tch_ratio_upper,number of female teachers in std 5 to std 8 / number of teachers in std 5 to std,%9.0g,TRUE,
female_tch_ratio_lower,number of female teachers in std 1 to std 4 / number of teachers in std 1 to std,%9.0g,TRUE,
female_tch_ratio_tot,total number of female teachers / total number of teachers,%9.0g,TRUE,
male_tch_ratio_std1,number of male teachers in standard 1 / number of teachers in standard 1,%9.0g,,
male_tch_ratio_std2,number of male teachers in standard 2 / number of teachers in standard 2,%9.0g,,
male_tch_ratio_std3,number of male teachers in standard 3 / number of teachers in standard 3,%9.0g,,
male_tch_ratio_std4,number of male teachers in standard 4 / number of teachers in standard 4,%9.0g,,
male_tch_ratio_std5,number of male teachers in standard 5 / number of teachers in standard 5,%9.0g,,
male_tch_ratio_std6,number of male teachers in standard 6 / number of teachers in standard 6,%9.0g,,
male_tch_ratio_std7,number of male teachers in standard 7 / number of teachers in standard 7,%9.0g,,
male_tch_ratio_std8,number of male teachers in standard 8 / number of teachers in standard 8,%9.0g,,
male_tch_ratio_upper,number of male teachers in std 5 to std 8 / number of teachers in std 5 to std 8,%9.0g,,
male_tch_ratio_lower,number of male teachers in std 1 to std 4 / number of teachers in std 1 to std 4,%9.0g,,
male_tch_ratio_tot,total number of male teachers / total number of teachers,%9.0g,,
female_male_tch_ratio_std1,number of female teachers in std 1 / number of male teachers in std 1,%9.0g,,
female_male_tch_ratio_std2,number of female teachers in std 2 / number of male teachers in std 2,%9.0g,,
female_male_tch_ratio_std3,number of female teachers in std 3 / number of male teachers in std 3,%9.0g,,
female_male_tch_ratio_std4,number of female teachers in std 4 / number of male teachers in std 4,%9.0g,,
female_male_tch_ratio_std5,number of female teachers in std 5 / number of male teachers in std 5,%9.0g,,
female_male_tch_ratio_std6,number of female teachers in std 6 / number of male teachers in std 6,%9.0g,,
female_male_tch_ratio_std7,number of female teachers in std 7 / number of male teachers in std 7,%9.0g,,
female_male_tch_ratio_std8,number of female teachers in std 8 / number of male teachers in std 8,%9.0g,,
female_male_tch_ratio_upper,number of female teachers in std 5 to std 8 / number of male teachers in std 5 t,%9.0g,,
female_male_tch_ratio_lower,number of female teachers in std 1 to std 4 / number of male teachers in std 1 t,%9.0g,,
female_male_tch_ratio_tot,total number of female teachers / total number of male teachers,%9.0g,,
num_tch_std1_q,number of qualified teachers in standard 1,%9.0g,,
num_tch_std2_q,number of qualified teachers in standard 2,%9.0g,,
num_tch_std3_q,number of qualified teachers in standard 3,%9.0g,,
num_tch_std4_q,number of qualified teachers in standard 4,%9.0g,,
num_tch_std5_q,number of qualified teachers in standard 5,%9.0g,,
num_tch_std6_q,number of qualified teachers in standard 6,%9.0g,,
num_tch_std7_q,number of qualified teachers in standard 7,%9.0g,,
num_tch_std8_q,number of qualified teachers in standard 8,%9.0g,,
num_tch_tot_q,"total number of qualified teachers, std 1 - std 8",%9.0g,,
num_tch_lower_q,"total number of qualified teachers, std 1 - std 4",%9.0g,,
num_tch_upper_q,"total number of qualified teachers, std 5 - std 8",%9.0g,,
num_tch_std1_f_q,number of female qualified teachers in standard 1,%9.0g,,
num_tch_std2_f_q,number of female qualified teachers in standard 2,%9.0g,,
num_tch_std3_f_q,number of female qualified teachers in standard 3,%9.0g,,
num_tch_std4_f_q,number of female qualified teachers in standard 4,%9.0g,,
num_tch_std5_f_q,number of female qualified teachers in standard 5,%9.0g,,
num_tch_std6_f_q,number of female qualified teachers in standard 6,%9.0g,,
num_tch_std7_f_q,number of female qualified teachers in standard 7,%9.0g,,
num_tch_std8_f_q,number of female qualified teachers in standard 8,%9.0g,,
num_tch_tot_f_q,"total number of female qualified teachers, std 1 - std 8",%9.0g,,
num_tch_lower_f_q,"total number of female qualified teachers, std 1 - std 4",%9.0g,,
num_tch_upper_f_q,"total number of female qualified teachers, std 5 - std 8",%9.0g,,
num_tch_std1_m_q,number of male qualified teachers in standard 1,%9.0g,,
num_tch_std2_m_q,number of male qualified teachers in standard 2,%9.0g,,
num_tch_std3_m_q,number of male qualified teachers in standard 3,%9.0g,,
num_tch_std4_m_q,number of male qualified teachers in standard 4,%9.0g,,
num_tch_std5_m_q,number of male qualified teachers in standard 5,%9.0g,,
num_tch_std6_m_q,number of male qualified teachers in standard 6,%9.0g,,
num_tch_std7_m_q,number of male qualified teachers in standard 7,%9.0g,,
num_tch_std8_m_q,number of male qualified teachers in standard 8,%9.0g,,
num_tch_tot_m_q,"total number of male qualified teachers, std 1 - std 8",%9.0g,,
num_tch_lower_m_q,"total number of male qualified teachers, std 1 - std 4",%9.0g,,
num_tch_upper_m_q,"total number of male qualified teachers, std 5 - std 8",%9.0g,,
female_tch_ratio_std1_q,number of female qualified teachers in std 1 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std2_q,number of female qualified teachers in std 2 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std3_q,number of female qualified teachers in std 3 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std4_q,number of female qualified teachers in std 4 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std5_q,number of female qualified teachers in std 5 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std6_q,number of female qualified teachers in std 6 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std7_q,number of female qualified teachers in std 7 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_std8_q,number of female qualified teachers in std 8 / number of qualified teachers in s,%9.0g,,
female_tch_ratio_upper_q,number of female qualified teachers in std 5 - std 8 / number of qualified teach,%9.0g,,
female_tch_ratio_lower_q,number of female qualified teachers in std 1 - std 4 / number of qualified teach,%9.0g,,
female_tch_ratio_tot_q,"total number of female qualified teachers, std 1 - std 8 / total number of quali",%9.0g,,
female_male_tch_ratio_std1_q,number of female qualified teachers in std 1 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std2_q,number of female qualified teachers in std 2 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std3_q,number of female qualified teachers in std 3 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std4_q,number of female qualified teachers in std 4 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std5_q,number of female qualified teachers in std 5 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std6_q,number of female qualified teachers in std 6 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std7_q,number of female qualified teachers in std 7 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_std8_q,number of female qualified teachers in std 8 / number of male qualified teachers,%9.0g,,
female_male_tch_ratio_upper_q,number of female qualified teachers in std 5 to std 8 / number of male qualified,%9.0g,,
female_male_tch_ratio_lower_q,number of female qualified teachers in std 1 to std 4 / number of male qualified,%9.0g,,
female_male_tch_ratio_tot_q,total number of female qualified teachers / total number of male qualified teach,%9.0g,,
enrol_PTR_std1,enrolment in std1 / number of teachers in std1,%9.0g,TRUE,
enrol_PTR_std1_f,female enrolment in std1 / number of female teachers in std1,%9.0g,TRUE,
enrol_PTR_std1_m,male enrolment in std1 / number of male teachers in std1,%9.0g,,
enrol_PTR_std2,enrolment in std2 / number of teachers in std2,%9.0g,TRUE,
enrol_PTR_std2_f,female enrolment in std2 / number of female teachers in std2,%9.0g,TRUE,
enrol_PTR_std2_m,male enrolment in std2 / number of male teachers in std2,%9.0g,,
enrol_PTR_std3,enrolment in std3 / number of teachers in std3,%9.0g,TRUE,
enrol_PTR_std3_f,female enrolment in std1 / number of female teachers in std3,%9.0g,TRUE,
enrol_PTR_std3_m,male enrolment in std3 / number of male teachers in std3,%9.0g,,
enrol_PTR_std4,enrolment in std4 / number of teachers in std4,%9.0g,TRUE,
enrol_PTR_std4_f,female enrolment in std4 / number of female teachers in std4,%9.0g,TRUE,
enrol_PTR_std4_m,male enrolment in std4 / number of male teachers in std4,%9.0g,,
enrol_PTR_std5,enrolment in std5 / number of teachers in std5,%9.0g,TRUE,
enrol_PTR_std5_f,female enrolment in std5 / number of female teachers in std5,%9.0g,TRUE,
enrol_PTR_std5_m,male enrolment in std5 / number of male teachers in std5,%9.0g,,
enrol_PTR_std6,enrolment in std6 / number of teachers in std6,%9.0g,TRUE,
enrol_PTR_std6_f,female enrolment in std6 / number of female teachers in std6,%9.0g,TRUE,
enrol_PTR_std6_m,male enrolment in std6 / number of male teachers in std6,%9.0g,,
enrol_PTR_std7,enrolment in std7 / number of teachers in std7,%9.0g,TRUE,
enrol_PTR_std7_f,female enrolment in std7 / number of female teachers in std7,%9.0g,TRUE,
enrol_PTR_std7_m,male enrolment in std7 / number of male teachers in std7,%9.0g,,
enrol_PTR_std8,enrolment in std8 / number of teachers in std8,%9.0g,TRUE,
enrol_PTR_std8_f,female enrolment in std8 / number of female teachers in std8,%9.0g,TRUE,
enrol_PTR_std8_m,male enrolment in std8 / number of male teachers in std8,%9.0g,,
enrol_PTR_tot,Overall Pupil-Teacher Ratio,%9.0g,TRUE,
enrol_PTR_tot_f,total female enrolment / total number of female teachers,%9.0g,TRUE,
enrol_PTR_tot_m,total male enrolment / total number of male teachers,%9.0g,,
enrol_PTR_tot_lower,Lower Primary Pupil-Teacher Ratio,%9.0g,TRUE,
enrol_PTR_tot_upper,total upper class (std5-std8) enrolment / total number of teachers in upper clas,%9.0g,TRUE,
enrol_PTR_tot_lower_f,total lower class (std1-std4) female enrolment / total number of female teachers,%9.0g,TRUE,
enrol_PTR_tot_upper_f,total upper class (std5-std8) female enrolment / total number of female teachers,%9.0g,TRUE,
enrol_PQTR_std1,enrolment in std1 / number of qualified teachers in std1,%9.0g,TRUE,
enrol_PQTR_std2,enrolment in std2 / number of qualified teachers in std2,%9.0g,TRUE,
enrol_PQTR_std3,enrolment in std3 / number of qualified teachers in std3,%9.0g,TRUE,
enrol_PQTR_std4,enrolment in std4 / number of qualified teachers in std4,%9.0g,TRUE,
enrol_PQTR_std5,enrolment in std5 / number of qualified teachers in std5,%9.0g,TRUE,
enrol_PQTR_std6,enrolment in std6 / number of qualified teachers in std6,%9.0g,TRUE,
enrol_PQTR_std7,enrolment in std7 / number of qualified teachers in std7,%9.0g,TRUE,
enrol_PQTR_std8,enrolment in std8 / number of qualified teachers in std8,%9.0g,TRUE,
enrol_PQTR_tot,total enrolment / total number of qualified teachers,%9.0g,TRUE,
enrol_PQTR_tot_lower,total lower class (std1-std4) enrolment / total number of qualified teachers in,%9.0g,TRUE,
enrol_PQTR_tot_upper,total upper class (std5-std8) enrolment / total number of qualified teachers in,%9.0g,TRUE,
num_visit_PEA,number of visits by PEA,%9.0g,,
num_visit_sch_inspector,number of visits by school inspector,%9.0g,,
num_visit_vill_chief,num_visit_vill_chief,%9.0g,,
num_visit_ward_counc,number of visits by ward councillor,%9.0g,,
num_visit_DEM,number of visits by DEM,%9.0g,,
num_visit_DCPR,number of visits by DCPR,%9.0g,,
num_visit_CMO,number of visits by CMO,%9.0g,,
num_visit_MP,number of visits by MP,%9.0g,,
num_visit_electorate,number of visits by electorate,%9.0g,,
fb_visit_yes_PEA,PEA gave feedback on visit (y or n),%9.0g,,
fb_visit_yes_sch_insp,School inspector gave feedback on visit (y or n),%9.0g,,
fb_visit_yes_vill_chief,Village chief gave feedback on visit (y or n),%9.0g,,
fb_visit_yes_ward_counc,Ward councillor gave feedback on visit (y or n),%9.0g,,
fb_visit_yes_DEM,DEM gave feedback on visit (y or n),%9.0g,,
fb_visit_yes_elect,Electorate gave feedback on visit (y or n),%9.0g,,
tot_num_visits,total number of visits by all,%9.0g,,
PEA_visited,at least visited once by PEA,%9.0g,,
sch_inspector_visited,at least visited once by school inspector,%9.0g,,
vill_chief_visited,at least visited once by village chief,%9.0g,,
ward_counc_visited,at least visited once by ward councillor,%9.0g,,
DEM_visited,at least visited once by DEM,%9.0g,,
electorate_visited,at least visited once by electorate,%9.0g,,
PT4_share,(mean) PT4,%9.0g,TRUE,
PT3_share,(mean) PT3,%9.0g,,
PT2_share,(mean) PT2,%9.0g,,
PT1_share,(mean) PT1,%9.0g,,
PT4_share_f,(mean) PT4,%9.0g,,
PT4_share_m,(mean) PT4,%9.0g,,
leader_yes,(mean) leader_yes,%9.0g,,
ODL,(mean) ODL,%9.0g,,
IPTE,(mean) IPTE,%9.0g,,
perm_tch,(mean) perm_tch,%9.0g,,
tch_age,average teacher age (using ht1 roster),%9.0g,,
tenure_sch,average teacher school tenure (using ht1 roster),%9.0g,TRUE,
above_high_qualification,share of above MSCE qualification teachers (using ht1 roster),%9.0g,TRUE,
tenure,teacher experience in the education sector,%9.0g,TRUE,
abs_rate_tot,Absence Rate Total (HC),%9.0g,TRUE,
abs_rate_std1,Absence Rate in std 1 (HC),%9.0g,TRUE,
abs_rate_std2,Absence Rate in std 2 (HC),%9.0g,TRUE,
abs_rate_std3,Absence Rate in std 3 (HC),%9.0g,TRUE,
abs_rate_std4,Absence Rate in std 4 (HC),%9.0g,TRUE,
abs_rate_std5,Absence Rate in std 5 (HC),%9.0g,TRUE,
abs_rate_std6,Absence Rate in std 6 (HC),%9.0g,TRUE,
abs_rate_std7,Absence Rate in std 7 (HC),%9.0g,TRUE,
att_rate_tot,Attendance Rate Total (HC),%9.0g,,
att_rate_std1,Attendance Rate in std 1 (HC),%9.0g,,
att_rate_std2,Attendance Rate in std 2 (HC),%9.0g,,
att_rate_std3,Attendance Rate in std 3 (HC),%9.0g,,
att_rate_std4,Attendance Rate in std 4 (HC),%9.0g,,
att_rate_std5,Attendance Rate in std 5 (HC),%9.0g,,
att_rate_std6,Attendance Rate in std 6 (HC),%9.0g,,
att_rate_std7,Attendance Rate in std 7 (HC),%9.0g,,
electricity_yes,School has electricity (y or n),%9.0g,TRUE,
num_water_points,Number of Water Points,%9.0g,TRUE,
